Individuo,Objetivo 1,Objetivo 2,Objetivo 3,Usuario,Movie ID,Movie Title,Predicted Rating,Movie Profit,User-Movie Profit
0,99.99391734849871,0.0,15.171817985197015,1,867,"Whole Wide World, The (1996)",4.371855506286887,10.0,8.743711012573774
0,99.99391734849871,0.0,15.171817985197015,1,297,Ulee's Gold (1997),4.403691638371932,10.0,8.807383276743863
0,99.99391734849871,0.0,15.171817985197015,1,811,Thirty-Two Short Films About Glenn Gould (1993),5,10.0,10.0
0,99.99391734849871,0.0,15.171817985197015,1,1007,Waiting for Guffman (1996),4.749984660996799,10.0,9.499969321993598
0,99.99391734849871,0.0,15.171817985197015,1,601,For Whom the Bell Tolls (1943),4.478635149376272,10.0,8.957270298752544
0,99.99391734849871,0.0,15.171817985197015,1,494,His Girl Friday (1940),4.223229281637584,10.0,8.446458563275169
0,99.99391734849871,0.0,15.171817985197015,1,608,Spellbound (1945),3.623134328358209,10.0,7.246268656716418
0,99.99391734849871,0.0,15.171817985197015,1,701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",3.623134328358209,10.0,7.246268656716418
0,99.99391734849871,0.0,15.171817985197015,1,1116,"Mark of Zorro, The (1940)",3.623134328358209,10.0,7.246268656716418
0,99.99391734849871,0.0,15.171817985197015,1,1124,"Farewell to Arms, A (1932)",3.623134328358209,10.0,7.246268656716418
19,74.91960042231484,7.338282078472959,92.23858045465533,95,4,Get Shorty (1995),3.7557224087508034,8.708133971291867,6.541066778876997
19,74.91960042231484,7.338282078472959,92.23858045465533,95,5,Copycat (1995),3.096940891024776,8.430232558139535,5.221586386030146
19,74.91960042231484,7.338282078472959,92.23858045465533,95,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.41726618705036,7.923076923076923,5.415052573325955
19,74.91960042231484,7.338282078472959,92.23858045465533,95,9,Dead Man Walking (1995),4.225206107331235,9.127090301003344,7.712767536392601
19,74.91960042231484,7.338282078472959,92.23858045465533,95,10,Richard III (1995),3.6863650810554276,9.089887640449438,6.701728877694025
19,74.91960042231484,7.338282078472959,92.23858045465533,95,11,Seven (Se7en) (1995),4.082866325744018,8.817796610169491,7.200376969384154
19,74.91960042231484,7.338282078472959,92.23858045465533,95,12,"Usual Suspects, The (1995)",4.409898883657396,9.696629213483146,8.552230868755803
19,74.91960042231484,7.338282078472959,92.23858045465533,95,13,Mighty Aphrodite (1995),3.601351625679856,8.483695652173914,6.110554225745931
19,74.91960042231484,7.338282078472959,92.23858045465533,95,16,French Twist (Gazon maudit) (1995),3.41726618705036,8.153846153846153,5.572772551189817
19,74.91960042231484,7.338282078472959,92.23858045465533,95,17,From Dusk Till Dawn (1996),2.987886628236823,7.16304347826087,4.280472365234927
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1595,Shopping (1994),New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1302,Late Bloomers (1996),New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1236,"Other Voices, Other Rooms (1997)",New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1502,Naked in New York (1994),New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,784,Beyond Bedlam (1993),New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,1389,Mondo (1996),New comer,New comer,New comer
38,24.956064590558906,81.68610816542949,21.04242484458804,189,5,Copycat (1995),3.370357723087844,8.430232558139535,5.682579881950435
38,24.956064590558906,81.68610816542949,21.04242484458804,189,2,GoldenEye (1995),3.7345491734407377,8.282442748091604,6.186237943791147
38,24.956064590558906,81.68610816542949,21.04242484458804,189,3,Four Rooms (1995),3.998040407921262,6.9,5.517295762931342
57,75.03322654321596,8.72746553552492,86.69348902498648,283,1,Toy Story (1995),4.330462069059959,9.303097345132743,8.057342035573951
57,75.03322654321596,8.72746553552492,86.69348902498648,283,2,GoldenEye (1995),3.7113845987797824,8.282442748091604,6.1478660911084955
57,75.03322654321596,8.72746553552492,86.69348902498648,283,3,Four Rooms (1995),3.9889268858676523,6.9,5.5047191024973605
57,75.03322654321596,8.72746553552492,86.69348902498648,283,4,Get Shorty (1995),3.8677909144728355,8.708133971291867,6.736248291234987
57,75.03322654321596,8.72746553552492,86.69348902498648,283,5,Copycat (1995),4.684715038591307,8.430232558139535,7.898647448787668
57,75.03322654321596,8.72746553552492,86.69348902498648,283,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),2.8968338291542715,7.923076923076923,4.590367452352154
57,75.03322654321596,8.72746553552492,86.69348902498648,283,7,Twelve Monkeys (1995),4.5052192205523065,9.081632653061224,8.182949196513373
57,75.03322654321596,8.72746553552492,86.69348902498648,283,8,Babe (1995),4.110912367202953,9.301369863013699,7.647423280358371
57,75.03322654321596,8.72746553552492,86.69348902498648,283,9,Dead Man Walking (1995),4.834193766223101,9.127090301003344,8.824424607373139
57,75.03322654321596,8.72746553552492,86.69348902498648,283,1420,Gilligan's Island: The Movie (1998),New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,119,Maya Lin: A Strong Clear Vision (1994),New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,297,Ulee's Gold (1997),5,10.0,10.0
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1007,Waiting for Guffman (1996),4.36784692029093,10.0,8.73569384058186
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1357,For the Moment (1994),New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1541,"Beans of Egypt, Maine, The (1994)",New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1548,The Courtyard (1995),New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1359,Boys in Venice (1996),New comer,New comer,New comer
76,45.890692863216906,58.95015906680806,26.60678184407853,377,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",3.909090909090909,10.0,7.818181818181818
76,45.890692863216906,58.95015906680806,26.60678184407853,377,166,Manon of the Spring (Manon des sources) (1986),3.909090909090909,10.0,7.818181818181818
76,45.890692863216906,58.95015906680806,26.60678184407853,377,1,Toy Story (1995),4.597761453168807,9.303097345132743,8.554684473705677
95,42.68977297507707,66.26723223753976,16.41796108476063,471,2,GoldenEye (1995),3.5800758662681558,8.282442748091604,5.930354679238091
95,42.68977297507707,66.26723223753976,16.41796108476063,471,1359,Boys in Venice (1996),New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,1674,Mamma Roma (1962),New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,1601,Office Killer (1997),New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,850,"Perfect Candidate, A (1996)",New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,3,Four Rooms (1995),4.158959892064272,6.9,5.739364651048695
95,42.68977297507707,66.26723223753976,16.41796108476063,471,1607,Hurricane Streets (1998),New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,1557,Yankee Zulu (1994),New comer,New comer,New comer
95,42.68977297507707,66.26723223753976,16.41796108476063,471,166,Manon of the Spring (Manon des sources) (1986),4.397627118264348,10.0,8.795254236528695
95,42.68977297507707,66.26723223753976,16.41796108476063,471,494,His Girl Friday (1940),4.052746190539403,10.0,8.105492381078806
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1,Toy Story (1995),4.804861526996703,9.303097345132743,8.940018903106697
114,60.870923195911516,44.32661717921527,25.71371969080578,565,701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",5,10.0,10.0
114,60.870923195911516,44.32661717921527,25.71371969080578,565,835,"Gay Divorcee, The (1934)",5,10.0,10.0
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1007,Waiting for Guffman (1996),5,10.0,10.0
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1589,Schizopolis (1996),New comer,New comer,New comer
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1131,Safe (1995),5,10.0,10.0
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1236,"Other Voices, Other Rooms (1997)",New comer,New comer,New comer
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1169,Fresh (1994),5,10.0,10.0
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1447,Century (1993),New comer,New comer,New comer
114,60.870923195911516,44.32661717921527,25.71371969080578,565,1251,A Chef in Love (1996),5,10.0,10.0
133,78.95591492877622,5.864262990455991,83.27421388296348,659,1,Toy Story (1995),4.233173956703231,9.303097345132743,7.87632587961818
133,78.95591492877622,5.864262990455991,83.27421388296348,659,2,GoldenEye (1995),3.185391877626712,8.282442748091604,5.276565171335852
133,78.95591492877622,5.864262990455991,83.27421388296348,659,3,Four Rooms (1995),3.7767991905922944,6.9,5.211982883017367
133,78.95591492877622,5.864262990455991,83.27421388296348,659,5,Copycat (1995),2.957369568823317,8.430232558139535,4.986262645109081
